"card-compact__title","card-compact__description","card-compact-review href","wowscore-pill","card-compact-review__text","media-slider__pages","media-slider__image src","media-slider__image src 2","media-slider__image src 3","badge","tile-button href","tile-button__title","div","tile-button href 2","tile-button__title 2","div 2","google-ad","tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3"
"Renault Austral","Hybrid betriebener Kompakt-SUV","https://www.carwow.de/renault/austral","8/10","Renault Austral Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=renault&filter%5Bmodel_review_slug%5D=austral-2022&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=renault&filter%5Bmodel_review_slug%5D=austral-2022&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=renault&filter%5Bmodel_review_slug%5D=austral-2022&filter%5Bsize%5D=medium","Mittl. Ersparnis 6.854 €","https://angebote.carwow.de/buying/car-configurator/trim?make=renault&model=austral-2022","Neue Renault Austral Angebote","Ab 30.485 €","https://www.carwow.de/renault/austral/leasing","Renault Austral Leasing-Angebote","Leasen ab 232 € / Monat","","","",""
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-0d454b7376c41cd089efe6bd5b9c2fc5"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-0d454b7376c41cd089efe6bd5b9c2fc5"", true);
  });",".google-ad#div-gpt-0d454b7376c41cd089efe6bd5b9c2fc5 {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-0d454b7376c41cd089efe6bd5b9c2fc5 {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-0d454b7376c41cd089efe6bd5b9c2fc5 {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-0d454b7376c41cd089efe6bd5b9c2fc5 {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-0d454b7376c41cd089efe6bd5b9c2fc5 {
      min-height: 270px;
    }
  }"
"Volkswagen Golf 8","Die Neuauflage des Klassikers","https://www.carwow.de/volkswagen/golf","9/10","Volkswagen Golf 8 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=golf-8&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=golf-8&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=golf-8&filter%5Bsize%5D=medium","Mittl. Ersparnis 6.990 €","https://angebote.carwow.de/buying/car-configurator/trim?make=volkswagen&model=golf-8","Neue Volkswagen Golf 8 Angebote","Ab 24.043 €","https://www.carwow.de/volkswagen/golf/leasing","Volkswagen Golf 8 Leasing-Angebote","Leasen ab 233 € / Monat","","","",""
"Opel Frontera","","https://www.carwow.de/opel/frontera","7/10","Opel Frontera Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=opel&filter%5Bmodel_review_slug%5D=frontera-2025&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=opel&filter%5Bmodel_review_slug%5D=frontera-2025&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=opel&filter%5Bmodel_review_slug%5D=frontera-2025&filter%5Bsize%5D=medium","Mittl. Ersparnis 4.779 €","https://angebote.carwow.de/buying/car-configurator/trim?make=opel&model=frontera-2025","Neue Opel Frontera Angebote","Ab 20.588 €","https://www.carwow.de/opel/frontera/leasing","Opel Frontera Leasing-Angebote","Leasen ab 235 € / Monat","","","",""
"Toyota Yaris","Spritzigen Kleinwagen gibt es auch als Hybrid","https://www.carwow.de/toyota/yaris","8/10","Toyota Yaris Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=toyota&filter%5Bmodel_review_slug%5D=yaris-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=toyota&filter%5Bmodel_review_slug%5D=yaris-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=toyota&filter%5Bmodel_review_slug%5D=yaris-2020&filter%5Bsize%5D=medium","Mittl. Ersparnis 3.248 €","https://angebote.carwow.de/buying/car-configurator/trim?make=toyota&model=yaris-2020","Neue Toyota Yaris Angebote","Ab 23.685 €","https://www.carwow.de/toyota/yaris/leasing","Toyota Yaris Leasing-Angebote","Leasen ab 179 € / Monat","","","",""
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-48213b480ca94df999c12ce35779a141"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-48213b480ca94df999c12ce35779a141"", true);
  });",".google-ad#div-gpt-48213b480ca94df999c12ce35779a141 {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-48213b480ca94df999c12ce35779a141 {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-48213b480ca94df999c12ce35779a141 {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-48213b480ca94df999c12ce35779a141 {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-48213b480ca94df999c12ce35779a141 {
      min-height: 270px;
    }
  }"
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-608427cc77ab3051bf380b82d0d43749"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-608427cc77ab3051bf380b82d0d43749"", true);
  });",".google-ad#div-gpt-608427cc77ab3051bf380b82d0d43749 {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-608427cc77ab3051bf380b82d0d43749 {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-608427cc77ab3051bf380b82d0d43749 {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-608427cc77ab3051bf380b82d0d43749 {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-608427cc77ab3051bf380b82d0d43749 {
      min-height: 270px;
    }
  }"
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-d1ca5d0a9d340e3c9c4af1e93703e045"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-d1ca5d0a9d340e3c9c4af1e93703e045"", true);
  });",".google-ad#div-gpt-d1ca5d0a9d340e3c9c4af1e93703e045 {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-d1ca5d0a9d340e3c9c4af1e93703e045 {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-d1ca5d0a9d340e3c9c4af1e93703e045 {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-d1ca5d0a9d340e3c9c4af1e93703e045 {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-d1ca5d0a9d340e3c9c4af1e93703e045 {
      min-height: 270px;
    }
  }"
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-4eb1b3c095395f25dbd2336881b654e3"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-4eb1b3c095395f25dbd2336881b654e3"", true);
  });",".google-ad#div-gpt-4eb1b3c095395f25dbd2336881b654e3 {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-4eb1b3c095395f25dbd2336881b654e3 {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-4eb1b3c095395f25dbd2336881b654e3 {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-4eb1b3c095395f25dbd2336881b654e3 {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-4eb1b3c095395f25dbd2336881b654e3 {
      min-height: 270px;
    }
  }"
"Mazda CX-5","Schicker SUV mit effizienten Motoren","https://www.carwow.de/mazda/cx-5","8/10","Mazda CX-5 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=mazda&filter%5Bmodel_review_slug%5D=cx-5&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=mazda&filter%5Bmodel_review_slug%5D=cx-5&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=mazda&filter%5Bmodel_review_slug%5D=cx-5&filter%5Bsize%5D=medium","Mittl. Ersparnis 8.200 €","https://angebote.carwow.de/buying/car-configurator/trim?make=mazda&model=cx-5","Neue Mazda CX-5 Angebote","Ab 27.073 €","https://www.carwow.de/mazda/cx-5/leasing","Mazda CX-5 Leasing-Angebote","Leasen ab 303 € / Monat","","","",""
"Skoda Enyaq","Praktisches Elektroauto zwischen SUV und Van","https://www.carwow.de/skoda/enyaq-iv","8/10","Skoda Enyaq Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=skoda&filter%5Bmodel_review_slug%5D=enyaq-iv-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=skoda&filter%5Bmodel_review_slug%5D=enyaq-iv-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=skoda&filter%5Bmodel_review_slug%5D=enyaq-iv-2020&filter%5Bsize%5D=medium","Mittl. Ersparnis 9.267 €","https://angebote.carwow.de/buying/car-configurator/trim?make=skoda&model=enyaq-iv-2020","Neue Skoda Enyaq Angebote","Ab 36.832 €","https://www.carwow.de/skoda/enyaq-iv/leasing","Skoda Enyaq Leasing-Angebote","Leasen ab 303 € / Monat","","","",""
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-1d1389c503257d8cbecd97e67c89b9ac"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-1d1389c503257d8cbecd97e67c89b9ac"", true);
  });",".google-ad#div-gpt-1d1389c503257d8cbecd97e67c89b9ac {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-1d1389c503257d8cbecd97e67c89b9ac {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-1d1389c503257d8cbecd97e67c89b9ac {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-1d1389c503257d8cbecd97e67c89b9ac {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-1d1389c503257d8cbecd97e67c89b9ac {
      min-height: 270px;
    }
  }"
"Cupra Formentor","Der erste eigenständige Cupra","https://www.carwow.de/cupra/formentor","8/10","Cupra Formentor Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=cupra&filter%5Bmodel_review_slug%5D=formentor-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=cupra&filter%5Bmodel_review_slug%5D=formentor-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=cupra&filter%5Bmodel_review_slug%5D=formentor-2020&filter%5Bsize%5D=medium","Mittl. Ersparnis 10.076 €","https://angebote.carwow.de/buying/car-configurator/trim?make=cupra&model=formentor-2020","Neue Cupra Formentor Angebote","Ab 33.635 €","https://www.carwow.de/cupra/formentor/leasing","Cupra Formentor Leasing-Angebote","Leasen ab 304 € / Monat","","","",""
"Audi Q3","Kompakt-SUV mit modernem Interieur","https://www.carwow.de/audi/q3","8/10","Audi Q3 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=audi&filter%5Bmodel_review_slug%5D=q3&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=audi&filter%5Bmodel_review_slug%5D=q3&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=audi&filter%5Bmodel_review_slug%5D=q3&filter%5Bsize%5D=medium","Mittl. Ersparnis 9.625 €","https://angebote.carwow.de/buying/car-configurator/trim?make=audi&model=q3","Neue Audi Q3 Angebote","Ab 32.237 €","https://www.carwow.de/audi/q3/leasing","Audi Q3 Leasing-Angebote","Leasen ab 306 € / Monat","","","",""
"Renault Kangoo E-TECH","","","","","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=renault&filter%5Bmodel_review_slug%5D=kangoo-e-tech-2022&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=renault&filter%5Bmodel_review_slug%5D=kangoo-e-tech-2022&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=renault&filter%5Bmodel_review_slug%5D=kangoo-e-tech-2022&filter%5Bsize%5D=medium","Mittl. Ersparnis 9.052 €","https://angebote.carwow.de/buying/car-configurator/trim?make=renault&model=kangoo-e-tech-2022","Neue Renault Kangoo E-TECH Angebote","Ab 28.336 €","https://www.carwow.de/renault/kangoo-e-tech/leasing","Renault Kangoo E-TECH Leasing-Angebote","Leasen ab 314 € / Monat","","","",""
"Audi Q2","Kompakter Trendsetter ist gut verarbeitet","https://www.carwow.de/audi/q2","8/10","Audi Q2 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=audi&filter%5Bmodel_review_slug%5D=q2&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=audi&filter%5Bmodel_review_slug%5D=q2&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=audi&filter%5Bmodel_review_slug%5D=q2&filter%5Bsize%5D=medium","Mittl. Ersparnis 7.574 €","https://angebote.carwow.de/buying/car-configurator/trim?make=audi&model=q2","Neue Audi Q2 Angebote","Ab 24.100 €","https://www.carwow.de/audi/q2/leasing","Audi Q2 Leasing-Angebote","Leasen ab 309 € / Monat","","","",""
"","","","","","","","","","","","","","","","",".billboard-loading-container {
    container: loader / inline-size;
  }
  
  .billboard-loading {
    position: relative;
    width: 100%;
    height: 450px;
    overflow: hidden;
    border: 1px solid rgba(0,0,0,.12);
    border-radius: 10px;
    padding: 16px 24px;
    display: flex;
  }
  
  .billboard-loading__text-wrap {
    width: 100%;
  }
  
  .billboard-loading__rectangle {
    display: none;
  }
  
  .loading-placeholder-cta {
    height: 220px
  }
  
  @container loader (min-width: 651px) {
    .billboard-loading {
      height: 346px;
    }
    .billboard-loading__text-wrap {
      width: 37%;
    }
    .billboard-loading__rectangle {
      display: block;
      position: relative;
      width: 60%;
      height: 100%;
      margin-left: auto;
      border-radius: 12px;
      overflow: hidden;
    }
    .loading-placeholder-cta {
      height: 50px
    }
  }","window.carwowGoogleTag.push(function() {
    defineGoogleAdSlot('{""unitPath"":""/22378928785/de/car_card_ad"",""fluid"":true,""native"":true,""divId"":""div-gpt-61324fe947f5ce591c398e27a4c35321"",""targetingKeyValues"":{}}');
  });
  
  window.carwowGoogleTag.push(function() {
    displayGoogleAd(""div-gpt-61324fe947f5ce591c398e27a4c35321"", true);
  });",".google-ad#div-gpt-61324fe947f5ce591c398e27a4c35321 {
    height: 100%;
  }",".google-ad-container {
    container: advert / inline-size;
  }
  
  .google-ad#div-gpt-61324fe947f5ce591c398e27a4c35321 {
    position: relative;
  }
  
  @container advert (max-width: 650px) {
    .google-ad#div-gpt-61324fe947f5ce591c398e27a4c35321 {
      min-height: 520px;
    }
  }
  
  @container advert (min-width: 651px) and (max-width: 1024px) {
    .google-ad#div-gpt-61324fe947f5ce591c398e27a4c35321 {
      min-height: 270px;
    }
  }
  
  @container advert (min-width: 1025px) {
    .google-ad#div-gpt-61324fe947f5ce591c398e27a4c35321 {
      min-height: 270px;
    }
  }"
"Audi Q3 Sportback","Kompakt-SUV in sportlicher Optik","https://www.carwow.de/audi/q3-sportback","8/10","Audi Q3 Sportback Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=audi&filter%5Bmodel_review_slug%5D=q3-sportback&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=audi&filter%5Bmodel_review_slug%5D=q3-sportback&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=audi&filter%5Bmodel_review_slug%5D=q3-sportback&filter%5Bsize%5D=medium","Mittl. Ersparnis 9.943 €","https://angebote.carwow.de/buying/car-configurator/trim?make=audi&model=q3-sportback","Neue Audi Q3 Sportback Angebote","Ab 33.541 €","https://www.carwow.de/audi/q3-sportback/leasing","Audi Q3 Sportback Leasing-Angebote","Leasen ab 316 € / Monat","","","",""
"KIA Niro","Hybrid-Alleskönner in modernem Auftreten","https://www.carwow.de/kia/niro","8/10","KIA Niro Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=kia&filter%5Bmodel_review_slug%5D=niro-2022&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=kia&filter%5Bmodel_review_slug%5D=niro-2022&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=kia&filter%5Bmodel_review_slug%5D=niro-2022&filter%5Bsize%5D=medium","Mittl. Ersparnis 6.611 €","https://angebote.carwow.de/buying/car-configurator/trim?make=kia&model=niro-2022","Neue KIA Niro Angebote","Ab 29.002 €","https://www.carwow.de/kia/niro/leasing","KIA Niro Leasing-Angebote","Leasen ab 317 € / Monat","","","",""
"Volkswagen ID.4","Elektro-SUV mit guter Reichweite","https://www.carwow.de/volkswagen/id4","8/10","Volkswagen ID.4 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=id4-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=id4-2020&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=volkswagen&filter%5Bmodel_review_slug%5D=id4-2020&filter%5Bsize%5D=medium","Mittl. Ersparnis 7.080 €","https://angebote.carwow.de/buying/car-configurator/trim?make=volkswagen&model=id4-2020","Neue Volkswagen ID.4 Angebote","Ab 35.460 €","https://www.carwow.de/volkswagen/id4/leasing","Volkswagen ID.4 Leasing-Angebote","Leasen ab 319 € / Monat","","","",""
"Hyundai IONIQ 6","Windschnittige E-Limousine mit Coupé Silhouette","https://www.carwow.de/hyundai/ioniq-6","8/10","Hyundai IONIQ 6 Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=hyundai&filter%5Bmodel_review_slug%5D=ioniq-6-2022&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=hyundai&filter%5Bmodel_review_slug%5D=ioniq-6-2022&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=hyundai&filter%5Bmodel_review_slug%5D=ioniq-6-2022&filter%5Bsize%5D=medium","Mittl. Ersparnis 12.799 €","https://angebote.carwow.de/buying/car-configurator/trim?make=hyundai&model=ioniq-6-2022","Neue Hyundai IONIQ 6 Angebote","Ab 33.693 €","https://www.carwow.de/hyundai/ioniq-6/leasing","Hyundai IONIQ 6 Leasing-Angebote","Leasen ab 326 € / Monat","","","",""
"Nissan X-Trail","Geräumiger Hybrid-SUV mit hoher Variabilität","https://www.carwow.de/nissan/x-trail","7/10","Nissan X-Trail Testbericht","1/3","https://deals.carwow.de/image?filter%5Bangle%5D=rear&filter%5Bbrand_slug%5D=nissan&filter%5Bmodel_review_slug%5D=x-trail-2022&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=side_left&filter%5Bbrand_slug%5D=nissan&filter%5Bmodel_review_slug%5D=x-trail-2022&filter%5Bsize%5D=medium","https://deals.carwow.de/image?filter%5Bangle%5D=front&filter%5Bbrand_slug%5D=nissan&filter%5Bmodel_review_slug%5D=x-trail-2022&filter%5Bsize%5D=medium","Mittl. Ersparnis 10.574 €","https://angebote.carwow.de/buying/car-configurator/trim?make=nissan&model=x-trail-2022","Neue Nissan X-Trail Angebote","Ab 32.236 €","https://www.carwow.de/nissan/x-trail/leasing","Nissan X-Trail Leasing-Angebote","Leasen ab 327 € / Monat","","","",""
